n,periods,seed,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
3,"[10, 1000, 1000]",95,3000000,4032.508397,1.344169e-03,999.000,"[0, 0, 0]",2007.000,"[0, 9, 8]"
4,"[200, 5, 1000, 100]",95,2000000,31784.689117,1.589234e-02,999.000,"[0, 0, 0, 0]",1301.000,"[0, 4, 3, 2]"
5,"[2, 50, 1, 10, 2]",95,5000,0.000853,1.706000e-07,49.000,"[0, 0, 0, 0, 0]",60.000,"[0, 1, 0, 0, 1]"
6,"[500, 500, 20, 1, 2, 1]",95,120000,2628.300566,2.190250e-02,499.000,"[0, 0, 0, 0, 0, 0]",1018.000,"[0, 499, 18, 0, 1, 0]"
7,"[10, 100, 1000, 2, 1, 100, 20]",95,2800000000,411208.965372,1.468603e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1226.000,"[0, 9, 8, 1, 0, 8, 7]"
8,"[5, 5, 1, 5, 2, 20, 200, 20]",95,32000000,3451.224577,1.078508e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",250.000,"[0, 4, 0, 3, 0, 3, 2, 1]"
9,"[5, 50, 100, 1, 50, 1, 1, 1000, 5]",95,11250000000,470150.762066,4.179118e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1204.000,"[0, 4, 3, 0, 2, 0, 0, 51, 0]"
10,"[200, 20, 5, 5, 2, 1, 10, 100, 1, 2]",95,20000000,52837.121212,2.641856e-03,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",336.000,"[0, 19, 3, 2, 0, 0, 7, 36, 0, 1]"
3,"[10, 5, 1000]",96,15000,230.606472,1.537376e-02,999.000,"[0, 0, 0]",1012.000,"[0, 4, 3]"
4,"[200, 50, 1, 1]",96,200,0.128403,6.420150e-04,199.000,"[0, 0, 0, 0]",248.000,"[0, 49, 0, 0]"
5,"[2, 500, 1, 200, 2]",96,1000000,371.214800,3.712148e-04,599.000,"[0, 0, 0, 0, 0]",700.000,"[0, 1, 0, 0, 1]"
6,"[50, 2, 2, 10, 1, 100]",96,24000,208.283570,8.678482e-03,99.000,"[0, 0, 0, 0, 0, 0]",159.000,"[0, 1, 0, 1, 0, 10]"
7,"[1, 5, 1000, 5, 10, 100, 1]",96,175000000,9859.106689,5.633775e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1115.000,"[0, 0, 4, 3, 7, 16, 0]"
8,"[1, 500, 1, 1, 500, 100, 5, 10]",96,10000000000,161221.918779,1.612219e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1110.000,"[0, 0, 0, 0, 499, 98, 2, 1]"
9,"[2, 50, 5, 2, 1, 1, 20, 500, 20]",96,900000000,40627.097176,4.514122e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",592.000,"[0, 1, 0, 0, 0, 0, 5, 24, 3]"
10,"[10, 100, 2, 2, 100, 1, 5, 10, 2, 1]",96,40000000,6042.243982,1.510561e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",223.000,"[0, 9, 0, 1, 10, 0, 4, 3, 0, 0]"
3,"[200, 50, 1]",97,150,0.128823,8.588200e-04,199.000,"[0, 0, 0]",248.000,"[0, 49, 0]"
4,"[2, 500, 1, 20]",97,40000,62.872485,1.571812e-03,499.000,"[0, 0, 0, 0]",519.000,"[0, 1, 0, 0]"
5,"[50, 2, 2, 2, 5]",97,200,0.000779,3.895000e-06,49.000,"[0, 0, 0, 0, 0]",56.000,"[0, 1, 0, 1, 2]"
6,"[1000, 20, 2, 200, 20, 5]",97,4800000,156950.688444,3.269806e-02,999.000,"[0, 0, 0, 0, 0, 0]",1241.000,"[0, 19, 0, 19, 18, 2]"
7,"[10, 200, 2, 10, 5, 5, 200]",97,140000000,26527.619198,1.894830e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",425.000,"[0, 9, 0, 9, 3, 2, 26]"
8,"[200, 1000, 5, 10, 2, 2, 5, 50]",97,400000000,495982.861514,1.239957e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1266.000,"[0, 199, 3, 2, 1, 0, 3, 17]"
9,"[10, 5, 1, 2, 100, 500, 200, 5, 2]",97,9000000000,472860.283098,5.254003e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",816.000,"[0, 4, 0, 1, 4, 3, 2, 1, 1]"
10,"[2, 50, 20, 1, 5, 20, 2, 1, 10, 5]",97,100000000,2570.542290,2.570542e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",106.000,"[0, 1, 0, 0, 4, 3, 0, 0, 3, 2]"
3,"[200, 10, 20]",98,600,66.325143,1.105419e-01,199.000,"[0, 0, 0]",227.000,"[0, 9, 8]"
4,"[2, 1, 50, 1000]",98,200000,279.956583,1.399783e-03,999.000,"[0, 0, 0, 0]",1049.000,"[0, 0, 1, 0]"
5,"[1000, 10, 2, 50, 200]",98,1000000,56726.711689,5.672671e-02,999.000,"[0, 0, 0, 0, 0]",1257.000,"[0, 9, 0, 9, 58]"
6,"[10, 100, 2, 2, 50, 10]",98,1200000,416.215430,3.468462e-04,99.000,"[0, 0, 0, 0, 0, 0]",168.000,"[0, 9, 0, 1, 10, 9]"
7,"[200, 50, 5, 2, 20, 200, 1]",98,14000000,46011.049930,3.286504e-03,199.000,"[0, 0, 0, 0, 0, 0, 0]",471.000,"[0, 49, 3, 0, 13, 72, 0]"
8,"[2, 5, 5, 500, 2, 200, 50, 5]",98,10000000000,254157.247345,2.541572e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",761.000,"[0, 0, 4, 3, 0, 3, 2, 1]"
9,"[1, 10, 10, 200, 1, 2, 1, 1000, 2]",98,720000000,26059.917103,3.619433e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1218.000,"[0, 0, 9, 8, 0, 1, 0, 8, 1]"
10,"[5, 2, 5, 1000, 100, 1, 5, 2, 10, 1]",98,1000000000,120291.454210,1.202915e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1121.000,"[0, 0, 0, 9, 8, 0, 2, 1, 2, 0]"
3,"[2, 100, 20]",99,6000,0.002808,4.680000e-07,99.000,"[0, 0, 0]",119.000,"[0, 1, 0]"
4,"[50, 10, 50, 10]",99,20000,239.276752,1.196384e-02,49.000,"[0, 0, 0, 0]",116.000,"[0, 9, 8, 7]"
5,"[50, 2, 200, 5, 10]",99,100000,308.758135,3.087581e-03,199.000,"[0, 0, 0, 0, 0]",262.000,"[0, 1, 0, 4, 3]"
6,"[10, 1000, 5, 50, 100, 20]",99,3000000000,447138.531672,1.490462e-04,999.000,"[0, 0, 0, 0, 0, 0]",1179.000,"[0, 9, 3, 12, 61, 0]"
7,"[10, 10, 2, 1, 1000, 2, 5]",99,1400000,1079.857662,7.713269e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1023.000,"[0, 9, 0, 0, 9, 0, 4]"
8,"[200, 10, 2, 500, 20, 10, 1, 1]",99,16000000,68828.001871,4.301750e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",736.000,"[0, 9, 0, 9, 8, 7, 0, 0]"
9,"[5, 1, 10, 2, 1, 20, 2, 200, 10]",99,14400000,1599.418652,1.110707e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",242.000,"[0, 0, 4, 1, 0, 4, 1, 4, 3]"
10,"[5, 2, 2, 100, 10, 10, 5, 2, 50, 5]",99,1000000000,53340.810740,5.334081e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",181.000,"[0, 0, 1, 6, 5, 4, 3, 1, 28, 2]"
3,"[50, 1000, 50]",100,150000,1191.096472,7.940643e-03,999.000,"[0, 0, 0]",1097.000,"[0, 49, 48]"
4,"[1000, 5, 50, 200]",100,200000,16333.182598,8.166591e-02,999.000,"[0, 0, 0, 0]",1251.000,"[0, 4, 3, 52]"
5,"[10, 1000, 100, 10, 500]",100,2500000000,439099.572406,1.756398e-04,999.000,"[0, 0, 0, 0, 0]",1615.000,"[0, 9, 8, 7, 116]"
6,"[200, 2, 100, 10, 100, 1]",100,1200000,5864.970444,4.887475e-03,199.000,"[0, 0, 0, 0, 0, 0]",407.000,"[0, 1, 0, 9, 8, 0]"
7,"[2, 20, 5, 1000, 20, 1, 20]",100,280000000,26444.599728,9.444500e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1061.000,"[0, 1, 0, 4, 3, 0, 2]"
8,"[1, 2, 20, 50, 5, 10, 5, 1]",100,4000000,247.181931,6.179548e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0]",86.000,"[0, 0, 1, 0, 4, 3, 2, 0]"
9,"[50, 5, 2, 200, 50, 1, 1, 2, 1000]",100,1800000000,496189.605194,2.756609e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1302.000,"[0, 4, 1, 4, 3, 0, 0, 0, 53]"
10,"[2, 50, 2, 100, 2, 1, 1, 5, 10, 200]",100,2000000000,51171.270456,2.558564e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",363.000,"[0, 1, 0, 1, 0, 0, 0, 1, 5, 14]"
