n,periods,seed,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
6,"[10, 10, 100, 200, 5, 5]",55,30000000,7664.077342,2.554692e-04,199.000,"[0, 0, 0, 0, 0, 0]",324.000,"[0, 9, 8, 7, 1, 0]"
7,"[2, 100, 200, 20, 1, 2, 2]",55,11200000,674.621627,6.023407e-05,199.000,"[0, 0, 0, 0, 0, 0, 0]",320.000,"[0, 1, 0, 19, 0, 0, 1]"
8,"[100, 50, 5, 1, 2, 1000, 10, 1]",55,40000000,146887.801194,3.672195e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1161.000,"[0, 49, 3, 0, 0, 53, 2, 0]"
9,"[20, 20, 1, 5, 5, 1, 500, 50, 20]",55,2250000000,678446.596547,3.015318e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",613.000,"[0, 19, 0, 3, 2, 0, 6, 5, 14]"
10,"[10, 20, 100, 1, 2, 1, 10, 1, 1000, 5]",55,2000000000,487284.606342,2.436423e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1140.000,"[0, 9, 8, 0, 1, 0, 8, 0, 17, 1]"
3,"[50, 100, 1000]",56,300000,2153.857755,7.179526e-03,999.000,"[0, 0, 0]",1147.000,"[0, 49, 48]"
4,"[1000, 1000, 1, 1000]",56,4000000,260634.669351,6.515867e-02,999.000,"[0, 0, 0, 0]",2997.000,"[0, 999, 0, 998]"
5,"[10, 5, 100, 50, 20]",56,2500000,739.617355,2.958469e-04,99.000,"[0, 0, 0, 0, 0]",180.000,"[0, 4, 3, 2, 11]"
6,"[200, 50, 100, 2, 10, 10]",56,6000000,29374.788854,4.895798e-03,199.000,"[0, 0, 0, 0, 0, 0]",366.000,"[0, 49, 48, 1, 8, 7]"
7,"[200, 500, 2, 50, 500, 2, 5]",56,1750000000,2556719.130893,1.460982e-03,599.000,"[0, 0, 0, 0, 0, 0, 0]",1252.000,"[0, 99, 0, 49, 148, 1, 3]"
8,"[20, 1, 5, 500, 2, 20, 20, 50]",56,800000000,330683.511620,4.133544e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",610.000,"[0, 0, 4, 3, 0, 3, 2, 41]"
9,"[1000, 1, 2, 200, 1, 5, 100, 2, 50]",56,180000000,2257553.578168,1.254196e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1352.000,"[0, 0, 1, 0, 0, 4, 3, 0, 3]"
10,"[5, 50, 2, 500, 1, 1, 500, 2, 1, 1]",56,500000000,57132.188376,1.142644e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1053.000,"[0, 4, 1, 4, 0, 0, 3, 0, 0, 0]"
3,"[1000, 1000, 1]",57,3000,528.223703,1.760746e-01,999.000,"[0, 0, 0]",1998.000,"[0, 999, 0]"
4,"[10, 5, 1, 10]",57,200,0.062424,3.121200e-04,9.000,"[0, 0, 0, 0]",22.000,"[0, 4, 0, 3]"
5,"[200, 50, 1, 1000, 50]",57,12500000,147443.851207,1.179551e-02,999.000,"[0, 0, 0, 0, 0]",1296.000,"[0, 49, 0, 48, 47]"
6,"[2, 500, 200, 50, 10, 20]",57,6000000000,294946.224475,4.915770e-05,599.000,"[0, 0, 0, 0, 0, 0]",776.000,"[0, 1, 0, 49, 8, 17]"
7,"[50, 2, 200, 100, 5, 500, 2]",57,1400000000,1018867.718448,7.277627e-04,599.000,"[0, 0, 0, 0, 0, 0, 0]",852.000,"[0, 1, 0, 99, 3, 2, 1]"
8,"[1, 50, 2, 100, 2, 200, 2, 2]",57,128000000,3113.367510,2.432318e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",351.000,"[0, 0, 1, 0, 1, 0, 1, 0]"
9,"[500, 50, 1, 1, 2, 5, 200, 5, 2]",57,9000000,98946.946269,1.099411e-02,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",757.000,"[0, 49, 0, 0, 0, 4, 53, 2, 0]"
10,"[10, 50, 2, 1, 100, 20, 10, 1, 20, 1]",57,400000000,53715.638200,1.342891e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",205.000,"[0, 9, 0, 0, 9, 8, 7, 0, 16, 0]"
3,"[1000, 5, 1]",58,15,1.337919,8.919460e-02,999.000,"[0, 0, 0]",1003.000,"[0, 4, 0]"
4,"[10, 50, 1, 200]",58,40000,267.483391,6.687085e-03,199.000,"[0, 0, 0, 0]",257.000,"[0, 9, 0, 8]"
5,"[200, 500, 2, 10, 100]",58,5000000,42915.950456,8.583190e-03,599.000,"[0, 0, 0, 0, 0]",807.000,"[0, 99, 0, 9, 8]"
6,"[2, 1, 2, 20, 20, 1]",58,4800,0.000888,1.850000e-07,19.000,"[0, 0, 0, 0, 0, 0]",40.000,"[0, 0, 1, 0, 19, 0]"
7,"[2, 20, 20, 1, 20, 500, 10]",58,280000000,19396.078887,6.927171e-05,499.000,"[0, 0, 0, 0, 0, 0, 0]",566.000,"[0, 1, 0, 0, 19, 18, 7]"
8,"[5, 10, 500, 2, 1, 100, 20, 5]",58,800000000,105143.718285,1.314296e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",635.000,"[0, 4, 3, 0, 0, 3, 2, 1]"
9,"[5, 20, 1000, 1, 2, 10, 5, 200, 1]",58,3600000000,481335.672919,1.337044e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1235.000,"[0, 4, 3, 0, 0, 3, 2, 16, 0]"
10,"[20, 1, 20, 1, 10, 10, 100, 20, 2, 20]",58,1600000000,313442.883987,1.959018e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",194.000,"[0, 0, 19, 0, 8, 7, 16, 15, 0, 15]"
3,"[10, 1, 1]",59,3,0.000038,1.266667e-05,9.000,"[0, 0, 0]",9.000,"[0, 0, 0]"
4,"[200, 200, 2, 2]",59,3200,110.809601,3.462800e-02,199.000,"[0, 0, 0, 0]",400.000,"[0, 199, 0, 1]"
5,"[2, 1, 2, 2, 100]",59,2000,102.647402,5.132370e-02,99.000,"[0, 0, 0, 0, 0]",102.000,"[0, 0, 1, 0, 1]"
6,"[50, 10, 5, 500, 1000, 2]",59,300000000,545041.082982,1.816804e-03,999.000,"[0, 0, 0, 0, 0, 0]",1561.000,"[0, 9, 3, 12, 11, 0]"
7,"[100, 5, 2, 20, 50, 200, 20]",59,280000000,380766.088724,1.359879e-03,199.000,"[0, 0, 0, 0, 0, 0, 0]",390.000,"[0, 4, 1, 4, 23, 72, 11]"
8,"[10, 1000, 5, 1, 50, 20, 5, 50]",59,10000000000,1737431.848755,1.737432e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1133.000,"[0, 9, 3, 0, 12, 1, 0, 34]"
9,"[2, 20, 500, 1, 10, 50, 2, 2, 10]",59,1800000000,89646.852345,4.980381e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",588.000,"[0, 1, 0, 0, 9, 8, 1, 0, 9]"
10,"[2, 1, 1, 200, 50, 1000, 1, 50, 1, 50]",59,250000000000,2781362.780851,1.112545e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1346.000,"[0, 0, 0, 1, 0, 49, 0, 48, 0, 47]"
3,"[10, 10, 50]",60,1500,0.002361,1.574000e-06,49.000,"[0, 0, 0]",67.000,"[0, 9, 8]"
4,"[200, 100, 2, 50]",60,40000,357.840484,8.946012e-03,199.000,"[0, 0, 0, 0]",348.000,"[0, 99, 0, 49]"
5,"[2, 10, 5, 50, 2]",60,25000,98.078426,3.923137e-03,49.000,"[0, 0, 0, 0, 0]",64.000,"[0, 1, 0, 4, 1]"
6,"[50, 100, 5, 5, 1000, 100]",60,1500000000,1697537.264044,1.131692e-03,999.000,"[0, 0, 0, 0, 0, 0]",1254.000,"[0, 49, 3, 2, 56, 55]"
7,"[50, 1, 5, 100, 1000, 1, 1]",60,3500000,10719.288176,3.062654e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1151.000,"[0, 0, 4, 3, 2, 0, 0]"
8,"[5, 2, 2, 100, 200, 5, 20, 5]",60,320000000,29130.949365,9.103422e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",331.000,"[0, 0, 1, 6, 5, 4, 8, 2]"
9,"[20, 2, 1, 100, 2, 50, 5, 2, 5]",60,9000000,3469.791860,3.855324e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",178.000,"[0, 1, 0, 0, 1, 0, 4, 1, 4]"
10,"[10, 20, 500, 50, 1, 50, 1, 1, 5, 10]",60,12500000000,1332378.468885,1.065903e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",638.000,"[0, 9, 8, 7, 0, 6, 0, 0, 0, 9]"
3,"[200, 100, 50]",61,15000,218.254781,1.455032e-02,199.000,"[0, 0, 0]",347.000,"[0, 99, 48]"
4,"[2, 1000, 50, 10]",61,2000000,518.394913,2.591975e-04,999.000,"[0, 0, 0, 0]",1058.000,"[0, 1, 0, 9]"
5,"[50, 50, 5, 1000, 5]",61,6250000,23060.213401,3.689634e-03,999.000,"[0, 0, 0, 0, 0]",1105.000,"[0, 49, 3, 2, 1]"
6,"[1000, 1, 5, 20, 10, 20]",61,120000,6261.658147,5.218048e-02,999.000,"[0, 0, 0, 0, 0, 0]",1050.000,"[0, 0, 4, 3, 2, 11]"
7,"[10, 2, 10, 5, 500, 2, 5]",61,3500000,1378.734725,3.939242e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",527.000,"[0, 1, 0, 4, 3, 0, 3]"
8,"[200, 20, 10, 500, 200, 2, 5, 1]",61,1600000000,2365181.159389,1.478238e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",930.000,"[0, 19, 8, 27, 126, 1, 1, 0]"
9,"[20, 10, 500, 10, 10, 1, 5, 100, 5]",61,11250000000,1874795.814640,1.666485e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",652.000,"[0, 9, 8, 7, 6, 0, 0, 29, 3]"
10,"[2, 500, 2, 50, 1, 1, 100, 50, 2, 1]",61,5000000000,181762.725183,3.635255e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",699.000,"[0, 1, 0, 1, 0, 0, 50, 49, 0, 0]"
3,"[200, 500, 50]",62,75000,1333.904133,1.778539e-02,599.000,"[0, 0, 0]",747.000,"[0, 99, 48]"
4,"[2, 2, 100, 200]",62,160000,180.582383,1.128640e-03,199.000,"[0, 0, 0, 0]",300.000,"[0, 1, 0, 99]"
5,"[50, 20, 100, 10, 5]",62,500000,658.144230,1.316288e-03,99.000,"[0, 0, 0, 0, 0]",180.000,"[0, 9, 68, 7, 1]"
6,"[1000, 2, 10, 1, 2, 10]",62,2400,289.710116,1.207125e-01,999.000,"[0, 0, 0, 0, 0, 0]",1019.000,"[0, 1, 0, 0, 1, 0]"
7,"[1000, 1, 50, 5, 20, 200, 5]",62,35000000,926922.338097,2.648350e-02,999.000,"[0, 0, 0, 0, 0, 0, 0]",1274.000,"[0, 0, 49, 3, 12, 71, 0]"
8,"[5, 2, 500, 5, 20, 10, 5, 2]",62,80000000,12879.605052,1.609951e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",541.000,"[0, 0, 5, 4, 8, 7, 1, 0]"
9,"[5, 1, 20, 5, 1000, 100, 1, 20, 2]",62,3600000000,474750.745549,1.318752e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1145.000,"[0, 0, 4, 3, 7, 6, 0, 5, 0]"
10,"[1, 2, 50, 2, 5, 2, 10, 1, 5, 2]",62,2000000,234.632058,1.173160e-04,49.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",70.000,"[0, 0, 1, 0, 1, 1, 6, 0, 0, 1]"
3,"[2, 2, 100]",63,600,0.000187,3.116667e-07,99.000,"[0, 0, 0]",101.000,"[0, 1, 0]"
4,"[50, 20, 100, 2]",63,16000,139.518866,8.719929e-03,99.000,"[0, 0, 0, 0]",168.000,"[0, 9, 68, 1]"
5,"[50, 5, 5, 20, 5]",63,12500,128.071705,1.024574e-02,59.000,"[0, 0, 0, 0, 0]",80.000,"[0, 4, 3, 7, 1]"
6,"[10, 1, 200, 20, 2, 20]",63,960000,367.841340,3.831681e-04,199.000,"[0, 0, 0, 0, 0, 0]",247.000,"[0, 0, 9, 8, 1, 8]"
7,"[500, 200, 10, 1, 20, 500, 5]",63,700000000,2607093.069313,3.724419e-03,599.000,"[0, 0, 0, 0, 0, 100, 0]",1229.000,"[0, 99, 8, 0, 7, 226, 0]"
8,"[5, 1, 20, 1, 5, 500, 5, 20]",63,40000000,7358.279622,1.839570e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",549.000,"[0, 0, 4, 0, 3, 7, 1, 10]"
9,"[100, 2, 1000, 50, 5, 100, 1, 1, 5]",63,2250000000,2453728.626156,1.090546e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1255.000,"[0, 1, 0, 49, 3, 52, 0, 0, 1]"
10,"[2, 5, 2, 2, 2, 100, 10, 1, 10, 1000]",63,4000000000,237182.984340,5.929575e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1124.000,"[0, 0, 1, 0, 1, 2, 1, 0, 0, 19]"
3,"[2, 10, 100]",64,3000,0.001263,4.210000e-07,99.000,"[0, 0, 0]",109.000,"[0, 1, 0]"
4,"[50, 100, 200, 50]",64,4000000,6792.405892,1.698101e-03,199.000,"[0, 0, 0, 0]",396.000,"[0, 49, 48, 47]"
5,"[1000, 1000, 200, 5, 20]",64,100000000,2128169.572896,2.128170e-02,999.000,"[0, 0, 0, 0, 0]",2220.000,"[0, 999, 198, 2, 1]"
6,"[10, 5, 200, 500, 5, 1]",64,15000000,6717.717673,4.478478e-04,599.000,"[0, 0, 0, 0, 0, 0]",715.000,"[0, 4, 3, 2, 1, 0]"
7,"[50, 50, 5, 2, 100, 5, 50]",64,87500000,61101.931152,6.983078e-04,99.000,"[0, 0, 0, 0, 0, 0, 0]",255.000,"[0, 49, 3, 0, 3, 2, 6]"
8,"[2, 1, 500, 5, 1000, 100, 1, 1]",64,2000000000,144539.593172,7.226980e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1602.000,"[0, 0, 1, 0, 4, 3, 0, 0]"
9,"[1, 50, 20, 2, 2, 10, 1, 500, 2]",64,360000000,11430.386030,3.175107e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",579.000,"[0, 0, 9, 0, 1, 0, 0, 79, 0]"
10,"[1, 5, 5, 2, 5, 2, 1000, 1000, 50, 1]",64,250000000000,2419965.095182,9.679860e-06,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2061.000,"[0, 0, 4, 0, 4, 1, 4, 3, 2, 0]"
3,"[50, 100, 1]",65,300,0.063952,2.131733e-04,99.000,"[0, 0, 0]",148.000,"[0, 49, 0]"
4,"[100, 5, 2, 500]",65,20000,231.435355,1.157177e-02,499.000,"[0, 0, 0, 0]",603.000,"[0, 4, 1, 4]"
5,"[10, 5, 200, 100, 20]",65,10000000,3173.632069,3.173632e-04,199.000,"[0, 0, 0, 0, 0]",330.000,"[0, 4, 3, 2, 1]"
6,"[500, 50, 500, 5, 200, 2]",65,300000000,1832807.610075,6.109359e-03,599.000,"[0, 0, 0, 0, 0, 0]",1251.000,"[0, 49, 48, 2, 51, 0]"
7,"[2, 2, 10, 1000, 5, 1000, 20]",65,14000000000,793088.224713,5.664916e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",2032.000,"[0, 1, 0, 9, 3, 12, 11]"
8,"[1000, 5, 200, 1, 2, 2, 2, 50]",65,3200000,128268.400117,4.008388e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1254.000,"[0, 4, 3, 0, 0, 1, 0, 5]"
9,"[5, 2, 200, 1, 1, 10, 1000, 1, 50]",65,1800000000,283020.345734,1.572335e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1261.000,"[0, 0, 5, 0, 0, 4, 13, 0, 12]"
10,"[5, 5, 20, 5, 20, 2, 50, 1, 5, 10]",65,500000000,29620.633362,5.924127e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113.000,"[0, 4, 3, 2, 6, 1, 6, 0, 0, 9]"
3,"[50, 1000, 2]",66,6000,207.002129,3.450035e-02,999.000,"[0, 0, 0]",1049.000,"[0, 49, 0]"
4,"[10, 5, 2, 10]",66,400,0.000425,1.062500e-06,9.000,"[0, 0, 0, 0]",23.000,"[0, 4, 1, 4]"
5,"[500, 50, 500, 1, 1000]",66,125000000,1669297.044005,1.335438e-02,999.000,"[0, 0, 0, 0, 0]",2046.000,"[0, 49, 48, 0, 47]"
6,"[5, 500, 500, 1, 200, 100]",66,30000000000,1920372.917310,6.401243e-05,599.000,"[0, 0, 0, 0, 0, 0]",1300.000,"[0, 4, 3, 0, 2, 1]"
7,"[500, 2, 100, 20, 50, 1, 1]",66,1400000,23085.374998,1.648955e-02,499.000,"[0, 0, 0, 0, 0, 0, 0]",667.000,"[0, 1, 0, 19, 18, 0, 0]"
8,"[1, 20, 1000, 5, 20, 100, 1, 50]",66,80000000000,1507230.224037,1.884038e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1189.000,"[0, 0, 19, 3, 2, 41, 0, 40]"
9,"[1000, 10, 2, 5, 1, 200, 1, 5, 50]",66,45000000,955572.805884,2.123495e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1265.000,"[0, 9, 0, 4, 0, 13, 0, 2, 16]"
10,"[200, 2, 2, 100, 2, 500, 1, 10, 2, 1]",66,80000000,285593.426660,3.569918e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",810.000,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]"
3,"[1000, 2, 2]",67,12,0.192740,1.606167e-02,999.000,"[0, 0, 0]",1001.000,"[0, 1, 0]"
4,"[10, 20, 5, 200]",67,80000,256.868515,3.210856e-03,199.000,"[0, 0, 0, 0]",231.000,"[0, 9, 3, 12]"
5,"[500, 200, 5, 500, 1]",67,2500000,57269.030234,2.290761e-02,599.000,"[0, 0, 0, 100, 0]",1201.000,"[0, 99, 3, 202, 0]"
6,"[5, 1, 500, 20, 500, 500]",67,15000000000,1220713.984976,8.138093e-05,499.000,"[0, 0, 0, 0, 0, 0]",1520.000,"[0, 0, 4, 3, 22, 21]"
7,"[200, 5, 10, 5, 1000, 1, 1000]",67,1750000000,2767651.927794,1.581515e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",2214.000,"[0, 4, 3, 2, 16, 0, 15]"
8,"[1, 100, 1000, 100, 50, 2, 10, 5]",67,400000000000,2781882.319700,6.954706e-06,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1260.000,"[0, 0, 99, 98, 47, 0, 7, 1]"
9,"[20, 10, 1, 10, 200, 2, 200, 1, 10]",67,720000000,198544.309636,2.757560e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",445.000,"[0, 9, 0, 8, 17, 0, 17, 0, 6]"
10,"[2, 2, 2, 20, 1, 10, 100, 200, 10, 2]",67,3200000000,93545.671931,2.923302e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",339.000,"[0, 1, 0, 1, 0, 0, 9, 8, 7, 0]"
3,"[10, 20, 5]",68,300,0.000446,1.486667e-06,19.000,"[0, 0, 0]",32.000,"[0, 9, 3]"
4,"[500, 200, 5, 50]",68,200000,6500.521168,3.250261e-02,599.000,"[0, 0, 0, 0]",751.000,"[0, 99, 3, 2]"
5,"[5, 1, 5, 5, 1]",68,125,0.000250,2.000000e-06,4.000,"[0, 0, 0, 0, 0]",12.000,"[0, 0, 4, 3, 0]"
6,"[100, 10, 10, 500, 1000, 10]",68,3000000000,2745492.380226,9.151641e-04,999.000,"[0, 0, 0, 0, 0, 0]",1624.000,"[0, 9, 8, 17, 16, 5]"
7,"[2, 20, 5, 1000, 5, 200, 10]",68,7000000000,470308.065711,6.718687e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1235.000,"[0, 1, 0, 4, 3, 7, 6]"
8,"[500, 50, 200, 1, 5, 10, 1, 2]",68,8000000,105823.682908,1.322796e-02,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",761.000,"[0, 49, 48, 0, 2, 1, 0, 0]"
9,"[20, 2, 50, 2, 1, 2, 50, 1000, 1]",68,180000000,129827.222849,7.212623e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1119.000,"[0, 1, 0, 1, 0, 0, 1, 0, 0]"
10,"[1000, 100, 1, 100, 2, 1, 2, 10, 10, 2]",68,80000000,1334321.386820,1.667902e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1218.000,"[0, 99, 0, 98, 1, 0, 0, 9, 8, 1]"
3,"[20, 10, 5]",69,150,0.000236,1.573333e-06,19.000,"[0, 0, 0]",32.000,"[0, 9, 3]"
4,"[500, 1, 5, 1]",69,20,0.064164,3.208200e-03,499.000,"[0, 0, 0, 0]",503.000,"[0, 0, 4, 0]"
5,"[5, 10, 10, 100, 2]",69,100000,43.495630,4.349563e-04,99.000,"[0, 0, 0, 0, 0]",122.000,"[0, 4, 3, 2, 1]"
6,"[100, 100, 10, 5, 1000, 20]",69,600000000,1380709.940580,2.301183e-03,999.000,"[0, 0, 0, 0, 0, 0]",1229.000,"[0, 99, 8, 2, 11, 10]"
7,"[100, 2, 50, 1, 100, 1, 2]",69,140000,362.778735,2.591277e-03,99.000,"[0, 0, 0, 0, 0, 0, 0]",249.000,"[0, 1, 0, 0, 49, 0, 0]"
8,"[20, 2, 20, 50, 1, 500, 10, 200]",69,16000000000,2404168.760342,1.502605e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",795.000,"[0, 1, 0, 9, 0, 8, 7, 16]"
9,"[1, 1, 1, 2, 1000, 1, 5, 50, 500]",69,2250000000,87872.127237,3.905428e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1552.000,"[0, 0, 0, 0, 1, 0, 0, 4, 53]"
10,"[1, 5, 5, 1000, 1, 20, 10, 100, 5, 2]",69,50000000000,962268.480197,1.924537e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1139.000,"[0, 0, 4, 3, 0, 2, 1, 30, 4, 1]"
3,"[500, 50, 100]",70,15000,640.676582,4.271177e-02,499.000,"[0, 0, 0]",647.000,"[0, 49, 48]"
4,"[5, 5, 10, 20]",70,4000,0.002416,6.040000e-07,19.000,"[0, 0, 0, 0]",36.000,"[0, 4, 3, 2]"
5,"[100, 50, 10, 1, 5]",70,12500,30.236937,2.418955e-03,99.000,"[0, 0, 0, 0, 0]",161.000,"[0, 49, 8, 0, 2]"
6,"[1, 500, 10, 100, 20, 1]",70,60000000,2959.316340,4.932194e-05,499.000,"[0, 0, 0, 0, 0, 0]",626.000,"[0, 0, 9, 8, 7, 0]"
7,"[20, 2, 20, 5, 5, 1000, 50]",70,350000000,252564.300263,7.216123e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1095.000,"[0, 1, 0, 4, 3, 7, 6]"
8,"[1, 2, 200, 50, 200, 5, 50, 10]",70,80000000000,793457.510635,9.918219e-06,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",510.000,"[0, 0, 1, 0, 49, 3, 2, 1]"
9,"[1, 5, 10, 10, 200, 10, 500, 1, 20]",70,90000000000,1050805.906001,1.167562e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",748.000,"[0, 0, 4, 3, 2, 1, 10, 0, 9]"
10,"[5, 1, 1000, 5, 5, 100, 20, 1, 10, 10]",70,50000000000,2446359.840673,4.892720e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1147.000,"[0, 0, 4, 3, 2, 11, 10, 0, 9, 8]"
3,"[500, 500, 200]",71,300000,11439.777729,3.813259e-02,599.000,"[0, 0, 0]",1197.000,"[0, 499, 98]"
4,"[5, 2, 200, 500]",71,800000,422.602068,5.282526e-04,599.000,"[0, 0, 0, 0]",703.000,"[0, 0, 5, 4]"
5,"[100, 500, 10, 20, 100]",71,50000000,171990.750298,3.439815e-03,499.000,"[0, 0, 0, 0, 0]",725.000,"[0, 99, 8, 7, 26]"
6,"[1, 2, 20, 1, 50, 2]",71,24000,0.063526,2.646917e-06,59.000,"[0, 0, 0, 0, 0, 0]",70.000,"[0, 0, 1, 0, 0, 1]"
7,"[20, 20, 20, 100, 10, 2, 500]",71,2800000000,863482.266435,3.083865e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",665.000,"[0, 19, 18, 17, 6, 1, 26]"
8,"[2, 100, 20, 50, 200, 1, 2, 1]",71,320000000,13064.080844,4.082525e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",368.000,"[0, 1, 0, 19, 68, 0, 1, 0]"
9,"[1, 50, 10, 2, 10, 50, 5, 1, 1000]",71,22500000000,573181.970919,2.547475e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1120.000,"[0, 0, 9, 0, 9, 18, 2, 0, 21]"
10,"[50, 20, 5, 5, 5, 1, 1000, 10, 1, 2]",71,500000000,567160.322659,1.134321e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1089.000,"[0, 9, 3, 2, 1, 0, 80, 9, 0, 0]"
3,"[5, 2, 200]",72,1200,0.254951,2.124592e-04,199.000,"[0, 0, 0]",204.000,"[0, 0, 5]"
4,"[100, 20, 200, 5]",72,80000,355.890335,4.448629e-03,199.000,"[0, 0, 0, 0]",321.000,"[0, 19, 18, 2]"
5,"[1, 200, 500, 500, 200]",72,50000000000,1052047.538881,2.104095e-05,599.000,"[0, 0, 0, 0, 0]",1396.000,"[0, 0, 99, 98, 197]"
6,"[20, 10, 20, 20, 50, 5]",72,6000000,2251.227167,3.752045e-04,59.000,"[0, 0, 0, 0, 0, 0]",119.000,"[0, 9, 8, 7, 6, 0]"
7,"[10, 1, 50, 5, 2, 100, 10]",72,3500000,701.938723,2.005539e-04,99.000,"[0, 0, 0, 0, 0, 0, 0]",171.000,"[0, 0, 9, 3, 0, 13, 2]"
8,"[1, 50, 1, 1, 100, 50, 1000, 5]",72,10000000000,328269.130374,3.282691e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1200.000,"[0, 0, 0, 0, 49, 48, 97, 1]"
9,"[100, 5, 2, 2, 50, 1, 100, 2, 50]",72,90000000,112444.444019,1.249383e-03,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",303.000,"[0, 4, 1, 0, 5, 0, 54, 1, 4]"
10,"[20, 2, 5, 500, 10, 2, 5, 1, 1000, 2]",72,10000000000,2161371.298870,2.161371e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1537.000,"[0, 1, 0, 4, 3, 0, 3, 0, 17, 0]"
3,"[5, 10, 200]",73,6000,0.573250,9.554167e-05,199.000,"[0, 0, 0]",212.000,"[0, 4, 3]"
4,"[100, 100, 500, 100]",73,20000000,93011.037486,4.650552e-03,499.000,"[0, 0, 0, 0]",796.000,"[0, 99, 98, 97]"
5,"[1, 1000, 500, 5, 500]",73,6250000000,315207.540547,5.043321e-05,999.000,"[0, 0, 0, 0, 0]",2001.000,"[0, 0, 499, 3, 2]"
6,"[10, 1, 50, 100, 2, 5]",73,300000,247.717361,8.257245e-04,99.000,"[0, 0, 0, 0, 0, 0]",162.000,"[0, 0, 9, 8, 1, 3]"
